,id,img,label,pred_adult,pred_medical,pred_viol,pred_racy
2396,1432,./annot_2000_no_politics/EfShpxkVAAAP_da.jpg,0,1,1,1,1
2397,1650,./annot_3000_hate/EV0W9MaVcAIj1fy.jpg,0,2,1,2,2
2398,548,./annot_3000_hate/ERu6PjvWsAI_lYT.jpg,0,1,2,2,1
2399,1124,./annot_3000_hate/EVdpl5ZVAAAdDId.jpg,0,1,1,1,1
2400,1079,./annot_3000_hate/EnCvhiVW4AMKTnE.jpg,1,1,2,2,1
2401,150,./annot_2000_no_politics/EWyDMA-WkAE-BtZ.jpg,0,1,1,1,1
2402,1687,./annot_3000_hate/EWxKHw8WsAEQGCy.jpg,0,1,1,1,1
2403,2089,./annot_3000_hate/EVhVaSEXsAAdkKx.jpg,0,1,2,1,1
2404,2391,./annot_3000_hate/EWcpADgXQAEU7Aq.jpg,0,1,2,2,1
2405,2302,./annot_3000_hate/EQqYy9oX0AAxeGb.jpg,0,1,1,1,1
2406,1368,./annot_2000_no_politics/EekeaggXYAUsata.jpg,0,1,2,2,1
2407,1537,./annot_3000_hate/Efnir7uWsAARvmd.jpg,1,1,1,1,2
2408,1149,./annot_2000_no_politics/EouWIcgVgAE2ycW.jpg,0,1,1,1,1
2409,408,./annot_3000_hate/EP2XLsNU4AAqs-7.jpg,0,1,1,2,2
2410,768,./annot_3000_hate/EP7Jp5PUYAEB5Af.jpg,0,1,1,2,1
2411,1060,./annot_3000_hate/EgKEEdOWAAA7dSY.jpg,0,1,2,2,2
2412,2510,./annot_3000_hate/EWFHF1-UwAYLFBP.jpg,0,1,1,1,1
2413,1107,./annot_3000_hate/EtXwrAXXUAIOCPb.jpg,1,1,2,1,1
2414,679,./annot_2000_no_politics/ERoDQlsUEAAwZeZ.jpg,1,1,1,2,1
2415,1980,./annot_2000_no_politics/EgreSreUYAAxHCu.jpg,0,1,2,2,2
2416,2473,./annot_3000_hate/EWmIM25XQAAlJiw.jpg,0,1,1,2,3
2417,3,./annot_3000_hate/Epa2xTmVEAA70b9.jpg,0,1,1,1,2
2418,1897,./annot_3000_hate/EeVXDtqWsAAHbxF.jpg,0,1,1,1,1
2419,784,./annot_2000_no_politics/EP7kwWFU4AAefNH.jpg,1,1,1,1,1
2420,1337,./annot_3000_hate/ERKUwU3XUAEVv3i.jpg,0,1,2,2,1
2421,106,./annot_2000_no_politics/EtYe-pdXIAEpQue.jpg,0,1,2,2,1
2422,1979,./annot_3000_hate/EfeYS35WsAAsYXY.jpg,0,1,2,2,1
2423,31,./annot_3000_hate/EgTRmrtX0AAaFZ7.jpg,1,3,2,2,5
2424,1126,./annot_3000_hate/EPtQMWfX4AIa_UK.jpg,0,2,2,2,2
2425,2270,./annot_3000_hate/EfQEJLJUEAA3Sgs.jpg,0,2,1,1,4
2426,1231,./annot_3000_hate/EVNBHAXU8AAF9OE.jpg,0,2,1,2,3
2427,268,./annot_3000_hate/EUqJ0TjVAAEbN5b.jpg,0,2,2,2,2
2428,2680,./annot_3000_hate/EyPABSiWQAkEDwt.jpg,1,1,2,2,2
2429,947,./annot_2000_no_politics/EUuolS8X0AExylu.jpg,0,1,2,2,1
2430,1548,./annot_2000_no_politics/EV00c4sWsAIzRI3.jpg,0,1,1,1,1
2431,2159,./annot_3000_hate/Ef3NNNTWsAE04US.jpg,1,1,1,2,1
2432,1870,./annot_2000_no_politics/EVm4h5eUYAA1kc3.jpg,0,1,3,1,1
2433,1189,./annot_3000_hate/Ex-40T7VEAAX_FZ.jpg,0,1,2,2,1
2434,1748,./annot_2000_no_politics/EQBk9iuUYAIOUHq.jpg,0,1,2,2,3
2435,2078,./annot_3000_hate/Ee8eLvlXkAENVz2.jpg,0,2,2,2,1
2436,1750,./annot_3000_hate/EVxdDkKX0AANdt4.png,0,2,2,1,2
2437,1960,./annot_3000_hate/Et1FovmU0AEhf2a.jpg,1,2,1,1,3
2438,1054,./annot_3000_hate/EqgKzQUU0AYgeS3.jpg,1,1,2,2,2
2439,788,./annot_3000_hate/EowTL3bXYAEj4UY.jpg,0,1,1,1,1
2440,852,./annot_3000_hate/EgbOOi1WkAA_aBE.jpg,0,2,3,2,2
2441,64,./annot_2000_no_politics/Ef3vpJ-WkAAuI8U.jpg,1,1,2,2,1
2442,1398,./annot_2000_no_politics/Euh1LP1VoAIigWZ.png,0,1,2,1,1
2443,1133,./annot_3000_hate/EyTPcOrW8Asy85F.jpg,0,1,2,2,1
2444,1004,./annot_3000_hate/EzPtzJXVoAg1zN-.jpg,0,1,1,2,2
2445,2193,./annot_3000_hate/EuIsVaXXcAAiBJ9.jpg,0,2,1,1,1
2446,1697,./annot_3000_hate/EuVjn_vWgAE-GWL.png,0,1,2,2,2
2447,728,./annot_3000_hate/EqR1HNFVEAUkdc4.jpg,0,1,1,2,1
2448,2600,./annot_3000_hate/EfjuTwBWkAIpML2.jpg,0,1,2,2,1
2449,2818,./annot_3000_hate/EWaP05rWoAIFlXX.jpg,1,1,1,1,1
2450,2253,./annot_3000_hate/EWXsB3lWkAAC5Te.jpg,1,1,2,1,1
2451,1190,./annot_2000_no_politics/EgSprj6WkAYGMgt.jpg,1,1,1,2,1
2452,1465,./annot_3000_hate/EfpQ9mVWoAs7BFF.jpg,0,1,1,1,2
2453,2673,./annot_3000_hate/EqO6lIzXAAEfKAr.jpg,0,1,2,2,2
2454,1226,./annot_2000_no_politics/EV6ebtqXkAMbhmF.jpg,0,2,2,2,2
2455,2170,./annot_3000_hate/EofmRTcU8AA2hhq.jpg,0,1,1,1,1
2456,195,./annot_3000_hate/EQbo8ZWWkAEJc9c.jpg,1,2,2,2,3
2457,1198,./annot_2000_no_politics/EoLYH9MXIAEhY3T.jpg,1,1,1,1,1
2458,1643,./annot_3000_hate/EUhr8zuWkAE4-LE.jpg,1,1,1,1,1
2459,1302,./annot_3000_hate/EU6JbqHUUAEB5s6.jpg,1,1,2,1,1
2460,1572,./annot_3000_hate/EV5HLpwU4AE3KVu.jpg,0,1,2,2,2
2461,905,./annot_2000_no_politics/EgNiDrFXsAQ0PXX.jpg,1,1,2,2,2
2462,38,./annot_3000_hate/EQ8DiZBUcAAwpes.jpg,0,1,2,2,2
2463,672,./annot_2000_no_politics/EQQHe8JU8AIF-KS.jpg,1,1,1,1,1
2464,128,./annot_2000_no_politics/EzYLdNzUUAEUIv5.jpg,0,1,1,2,2
2465,1913,./annot_2000_no_politics/Ex3l3tIUUAA0sPo.jpg,1,1,2,1,1
2466,2499,./annot_3000_hate/Ef1gmDeUwAAz-kb.jpg,0,1,1,2,1
2467,1384,./annot_3000_hate/EUsP63bXsAAhnT1.jpg,0,1,1,1,1
2468,1675,./annot_3000_hate/Ez8zABkVIAIBias.jpg,1,2,1,2,3
2469,1145,./annot_2000_no_politics/EeYGaTyUwAAVN3B.jpg,0,1,1,1,1
2470,2563,./annot_3000_hate/EUxjWvRWAAE1B0D.jpg,0,1,1,1,1
2471,139,./annot_3000_hate/EpXm_mOW8AAGujY.jpg,0,1,2,1,1
2472,342,./annot_2000_no_politics/EvFdMQFWQAEdQmQ.jpg,0,1,1,2,2
2473,2364,./annot_3000_hate/EqNJ703WMAc6w7i.jpg,0,1,1,2,1
2474,2030,./annot_3000_hate/EWPq4xFWAAQBImt.png,1,1,1,2,1
2475,1219,./annot_3000_hate/EWZtGPIXYAY5A1T.jpg,1,1,2,2,3
2476,1451,./annot_3000_hate/EgJk2qqXkAAg8YP.jpg,0,1,1,1,1
2477,2585,./annot_3000_hate/EfQej0wWAAMdfVk.jpg,1,1,2,2,1
2478,2028,./annot_3000_hate/Ex-Q5_YXIAgdM_D.jpg,0,1,1,1,1
2479,1835,./annot_3000_hate/EpRlkRgVgAAGbnW.jpg,0,1,1,2,1
2480,2296,./annot_3000_hate/Ex8PogTWEAcjMcR.jpg,1,1,1,2,1
2481,2328,./annot_3000_hate/EgLsze1X0AEkBfx.jpg,1,1,1,2,1
2482,88,./annot_2000_no_politics/EpRy-jxXYAAYzDo.jpg,0,1,2,2,1
2483,29,./annot_2000_no_politics/Ezz_fzwXoAYKUSE.jpg,0,1,1,2,2
2484,2732,./annot_3000_hate/EgY9zftXkAEQB2A.jpg,0,1,2,2,1
2485,38,./annot_2000_no_politics/EUhwG5UU0AAr7CM.jpg,0,1,2,2,1
2486,2251,./annot_3000_hate/Ex9zExnWUAAY5MO.jpg,0,1,2,2,1
2487,1956,./annot_2000_no_politics/Ee3RgOYWsAIsxSb.jpg,1,1,2,2,1
2488,294,./annot_3000_hate/EgoXq9NXsAUfGFU.jpg,0,1,3,1,2
2489,1206,./annot_3000_hate/EWj2cWeWoAAn533.jpg,1,2,2,2,1
2490,879,./annot_3000_hate/EVU12ZbUcAAigUN.jpg,0,1,2,1,1
2491,689,./annot_2000_no_politics/EQSiuvmXkBA-kZY.jpg,0,1,2,2,1
2492,523,./annot_3000_hate/EQelkaoUEAEwRjo.jpg,1,2,2,2,2
2493,552,./annot_2000_no_politics/EteAhOcXYAM3YKm.png,0,1,2,1,1
2494,2323,./annot_3000_hate/EgO6xjyWoAgOtS3.jpg,0,1,2,1,2
2495,330,./annot_2000_no_politics/Et67k6bVEAADQnY.jpg,0,1,3,2,3
2496,1293,./annot_3000_hate/EyAQ0urWEAMmRxq.jpg,1,1,2,2,1
2497,2003,./annot_3000_hate/EfQFRKBWAAUqTz3.jpg,1,1,1,2,1
2498,1941,./annot_2000_no_politics/EWY0VqAVAAA0Q9H.jpg,0,1,2,1,1
2499,1187,./annot_3000_hate/EpVNSZnW4AA6tDn.jpg,0,2,2,1,3
2500,1732,./annot_3000_hate/Ef3n0WqWkAIyY08.jpg,0,1,2,1,2
2501,2249,./annot_3000_hate/Eo2Lz1iWEAEc_hs.jpg,0,1,2,2,1
2502,1321,./annot_2000_no_politics/EQkWV3iXsAEXPdC.jpg,0,1,1,2,1
2503,1157,./annot_3000_hate/EfLkFbnXkAImny3.jpg,1,2,2,2,2
2504,1824,./annot_2000_no_politics/EV8gtijWAAAcNK5.jpg,0,2,2,2,3
2505,940,./annot_3000_hate/ERoZ6etU4AAwy1J.jpg,1,1,1,1,1
2506,2303,./annot_3000_hate/EecKol8WkAA7AcR.jpg,0,1,1,2,2
2507,2277,./annot_3000_hate/Efd6npeWkAEXFWG.jpg,1,1,2,2,1
2508,1820,./annot_3000_hate/EVwH_nLXYAkW_wm.jpg,1,1,2,1,1
2509,285,./annot_3000_hate/EgpYve1XYAAJc9o.jpg,0,1,1,2,1
2510,1453,./annot_2000_no_politics/EfE_fCgXoAABvLP.jpg,0,2,2,2,1
2511,569,./annot_3000_hate/Eo_M8ZVU0AAE03B.png,1,1,2,2,1
2512,1466,./annot_3000_hate/EWPeDJDWkAMziGe.jpg,1,1,2,2,1
2513,1538,./annot_3000_hate/EVnrjrWUMAYgZUk.jpg,1,1,2,1,1
2514,240,./annot_3000_hate/EP72A6FXsAAQOXG.jpg,0,1,2,2,1
2515,533,./annot_2000_no_politics/EWPr71IWoAEFYtt.jpg,0,1,2,2,3
2516,35,./annot_2000_no_politics/EeTx-2PXsAA_x4t.jpg,1,1,2,2,1
2517,1342,./annot_3000_hate/EQDez8cW4AEiEFE.jpg,0,1,2,1,1
2518,957,./annot_3000_hate/EQTQ2g2XkAEkZGn.jpg,1,1,2,2,1
2519,2222,./annot_3000_hate/EVz7X6xU0AMpKIR.jpg,0,1,1,1,1
2520,2630,./annot_3000_hate/EfPU9sfXsAES1Q2.jpg,0,1,2,2,1
2521,969,./annot_2000_no_politics/EebFulXWsAAHA2w.jpg,1,2,2,1,1
2522,1961,./annot_3000_hate/EqbMJvAWMAE4fni.jpg,0,1,1,1,1
2523,2419,./annot_3000_hate/EQC0baoWsAkQfsq.jpg,0,1,1,1,1
2524,1076,./annot_3000_hate/EpjjGGMXUAEMefw.jpg,0,1,1,1,1
2525,872,./annot_3000_hate/EWQCsBvU4AAwuK5.jpg,1,1,2,2,2
2526,1821,./annot_2000_no_politics/EougvK4VEAsJesm.jpg,1,1,2,2,1
2527,86,./annot_2000_no_politics/EfPuWvZWAAIhhuj.jpg,0,1,1,1,1
2528,302,./annot_2000_no_politics/Ee3SF9fXYAIhaqT.jpg,0,1,1,2,1
2529,63,./annot_2000_no_politics/EVVoZ03XsAEMgXl.jpg,0,1,1,2,2
2530,650,./annot_2000_no_politics/Eo1hSdXXEAMDU3v.jpg,0,1,2,3,2
2531,1520,./annot_2000_no_politics/EpFSFfJXYAMwnkO.jpg,0,1,1,1,1
2532,2020,./annot_3000_hate/EQ-_o-gUwAEvltf.jpg,0,1,1,1,1
2533,301,./annot_3000_hate/EpVM9otU0AAAtFz.jpg,0,1,1,2,1
2534,346,./annot_3000_hate/EuFC9giVEAM2NsA.jpg,0,1,1,2,1
2535,956,./annot_3000_hate/EVLaLPpUwAAdt2z.jpg,1,1,1,2,2
2536,2318,./annot_3000_hate/EWZPHiGWkAAJ0wh.jpg,1,1,2,1,1
2537,759,./annot_3000_hate/EtsvAtGXMAAtAt4.jpg,1,1,2,1,1
2538,11,./annot_2000_no_politics/EqNvxFvXIAQpAHW.jpg,0,1,2,2,3
2539,753,./annot_3000_hate/EWnpUcFWkAAjzvn.png,1,1,1,2,1
2540,657,./annot_3000_hate/EoPMGMNVQAMZgYc.jpg,1,2,2,1,3
2541,454,./annot_2000_no_politics/EQPZFUiWsAAJriy.jpg,0,1,1,1,1
2542,1378,./annot_3000_hate/EgET5G0X0AQnO3T.jpg,1,1,1,1,1
2543,840,./annot_2000_no_politics/ERX44PGU8AIfbQq.jpg,0,1,1,1,1
2544,1005,./annot_2000_no_politics/EebG3YaWkAMTY3L.jpg,1,1,3,2,2
2545,490,./annot_3000_hate/EP2uaUTWkAAwROa.jpg,0,1,2,1,1
2546,2272,./annot_3000_hate/EfszstFU4AA8WnL.jpg,0,1,1,1,1
2547,2799,./annot_3000_hate/EeZvnFqVAAEjnBT.jpg,1,2,2,2,2
2548,410,./annot_2000_no_politics/EpH7axwU8AQe_yg.jpg,0,1,1,2,1
2549,2266,./annot_3000_hate/EWK6qp7XYAQOaV7.jpg,0,1,1,2,1
2550,191,./annot_2000_no_politics/Eyl5XSqXIAAV0ol.jpg,1,1,2,2,2
2551,914,./annot_3000_hate/EVYE38WUcAAaIPD.jpg,1,2,1,1,2
2552,885,./annot_3000_hate/EP-raWgXkAEEwb4.jpg,0,2,2,2,2
2553,1735,./annot_3000_hate/EfKnvRkXgAAACyl.jpg,0,1,2,1,1
2554,2317,./annot_3000_hate/EVa7y1AUYAA4SXU.jpg,0,1,1,1,1
2555,1660,./annot_2000_no_politics/Ef45OqAUMAA77Pq.jpg,0,1,1,1,2
2556,2432,./annot_3000_hate/EeXSpXiXsAIkn_V.jpg,0,1,3,1,1
2557,651,./annot_3000_hate/EqZxy9hU0AASaCn.jpg,0,1,1,1,2
2558,1142,./annot_2000_no_politics/EtviwmEVoAAZw2N.jpg,0,1,1,2,2
2559,1436,./annot_2000_no_politics/EuT3ndxXUAYrXAL.jpg,0,1,2,2,1
2560,1173,./annot_2000_no_politics/EVw5BHPXQAc4vAF.jpg,0,1,2,1,1
2561,373,./annot_2000_no_politics/EPrUl2lW4AArnoq.png,0,1,2,1,2
2562,1269,./annot_2000_no_politics/EP0OAeJU8AEinH2.jpg,1,1,1,2,1
2563,447,./annot_2000_no_politics/Ey1Bd7BU4AYSNLX.jpg,0,1,2,2,1
2564,1063,./annot_3000_hate/EevDFnLWkAEFpMu.jpg,0,2,2,3,1
2565,1070,./annot_2000_no_politics/EgcTXkvWkAM0yed.jpg,1,1,2,2,1
2566,1422,./annot_2000_no_politics/EzOcbQqVgAQqqJs.jpg,0,2,2,2,4
2567,1111,./annot_3000_hate/ERQSD_-XsAAMHbI.png,0,1,2,1,1
2568,374,./annot_3000_hate/EWXWXEgXYAAJn-W.jpg,1,1,2,2,1
2569,1978,./annot_3000_hate/EVIcBAvWoAEZDnx.jpg,0,1,2,2,2
2570,586,./annot_2000_no_politics/EpFio6DWMAASR4O.png,1,1,2,2,1
2571,2994,./annot_3000_hate/EgUWVnVXYAEJrsW.jpg,0,1,1,2,2
2572,53,./annot_3000_hate/Eo9ON9XWEAMffYM.jpg,1,1,2,2,2
2573,382,./annot_2000_no_politics/Ez9zj_jX0AQxQwn.jpg,0,1,2,2,2
2574,884,./annot_3000_hate/EUk38JcUcAAfVbS.jpg,0,1,1,1,1
2575,545,./annot_3000_hate/EVqW0p9WsAMZk70.jpg,1,1,2,2,2
2576,22,./annot_3000_hate/EyL78-TUUAEW_rL.jpg,0,1,1,2,1
2577,283,./annot_2000_no_politics/EgdkwoMXcAAoi8f.jpg,1,1,1,2,1
2578,1165,./annot_3000_hate/EpTZCNNXUAEPGEN.jpg,0,1,1,1,1
2579,2573,./annot_3000_hate/EUnd4RFWsAEHyxf.jpg,1,3,2,3,4
2580,833,./annot_3000_hate/EvCzH_NXMAIPsKB.jpg,0,1,2,2,1
2581,1246,./annot_2000_no_politics/EqflK8FUcAU_sqA.jpg,0,1,1,2,3
2582,1889,./annot_2000_no_politics/EWUMj8yVcAEvhjx.jpg,0,1,2,2,1
2583,2194,./annot_3000_hate/EgRqc4qUMAI__vr.jpg,1,1,2,2,2
2584,302,./annot_3000_hate/EV7mUcMWkAAaSKd.jpg,1,2,1,2,2
2585,97,./annot_2000_no_politics/EesqWb1X0AAabgk.jpg,1,1,1,2,1
2586,1981,./annot_2000_no_politics/EzKTPr6VoAIMbcn.jpg,0,1,1,2,1
2587,365,./annot_3000_hate/EQ21t3BUYAArKty.jpg,0,1,2,1,1
2588,774,./annot_3000_hate/EobmoBIXEAADJqh.jpg,0,1,2,2,2
2589,1573,./annot_3000_hate/Ex4XiCDWUAEhv2g.jpg,1,2,2,2,3
2590,1764,./annot_3000_hate/EV--UbIWsAMx18C.jpg,0,1,2,2,1
2591,1478,./annot_3000_hate/EfJcKnPX0AAMXAv.jpg,0,1,2,2,1
2592,1282,./annot_2000_no_politics/EQ0KYb8UcAUrGdg.jpg,0,1,2,2,1
2593,2008,./annot_3000_hate/EgcyVh6UYAEVIh9.jpg,0,1,1,2,2
2594,103,./annot_2000_no_politics/EuFGX8eXEAEtKBt.jpg,1,1,2,2,1
2595,1838,./annot_2000_no_politics/ERZSwjqW4AAljy4.jpg,0,2,2,1,2
2596,321,./annot_2000_no_politics/EVqmEHzWkAIXEJL.png,0,1,2,4,1
2597,1695,./annot_3000_hate/EebOkvaXkAEcoa3.jpg,0,1,2,2,1
2598,1605,./annot_2000_no_politics/EQOnKZUWkAE2yyY.jpg,0,1,1,2,1
2599,734,./annot_3000_hate/E0Gp7svUcAIATPt.jpg,0,1,1,1,1
2600,2831,./annot_3000_hate/EWf4BADUYAIvxGM.jpg,1,1,1,1,1
2601,179,./annot_2000_no_politics/EfuBFdTUEAAUYYM.jpg,1,1,1,2,2
2602,2846,./annot_3000_hate/Euo7Dx4XEAEu2qr.jpg,0,1,2,2,1
2603,1341,./annot_3000_hate/EWSQq6uWsAAWHuY.jpg,0,1,1,2,1
2604,2900,./annot_3000_hate/Ef1BJtHXYAEgduu.jpg,0,1,2,2,2
2605,2515,./annot_3000_hate/EPvknKhU8AE9PZj.jpg,0,1,1,1,1
2606,356,./annot_2000_no_politics/Eeff23vVAAAXbDD.png,1,1,1,1,2
2607,1778,./annot_3000_hate/EV8FXE0XQAUtJ1D.jpg,0,1,1,4,1
2608,2319,./annot_3000_hate/EepvUJrU4AUEZkL.jpg,0,1,2,1,1
2609,638,./annot_2000_no_politics/EWmh78NWAAAgAnW.jpg,1,1,2,1,1
2610,1598,./annot_3000_hate/EgtKD1hUMAAITRQ.jpg,0,1,1,1,1
2611,836,./annot_3000_hate/EV_o4tqXkAEgJ-E.jpg,0,1,2,2,1
2612,1382,./annot_3000_hate/EUpY5bKVAAASq_v.jpg,1,1,1,2,2
2613,2554,./annot_3000_hate/Ef0OA4cXYAEKBua.jpg,1,1,2,2,1
2614,1862,./annot_3000_hate/EtaBN1vXEAUkoJf.jpg,1,1,2,3,2
2615,1482,./annot_2000_no_politics/EvLfx_CXYAIHchG.png,0,1,1,1,1
2616,2406,./annot_3000_hate/EzSj9pUUYAU5Uig.jpg,0,1,2,2,1
2617,1443,./annot_2000_no_politics/Ey-ZDpRXIAICCnP.jpg,0,3,2,1,5
2618,1793,./annot_2000_no_politics/Eyw41rYUYAEYZ4v.jpg,0,1,1,2,2
2619,991,./annot_2000_no_politics/EtgR_ByXMAAN6gv.jpg,0,1,1,2,1
2620,1008,./annot_2000_no_politics/Eux1eRlXMAo3kiy.jpg,1,1,2,2,2
2621,194,./annot_2000_no_politics/EWQWisRXYAcxTTv.jpg,0,1,1,2,1
2622,348,./annot_3000_hate/EV_Mxe2VAAA2pwK.jpg,0,1,1,1,1
2623,607,./annot_2000_no_politics/EgH11NqXsAATaB3.jpg,0,1,1,1,1
2624,1255,./annot_2000_no_politics/EzbsFreWYAEAEkW.jpg,0,1,2,1,1
2625,99,./annot_3000_hate/EfQ3cLMUYAA9yvv.jpg,0,1,2,2,1
2626,1496,./annot_3000_hate/EQ64PxiWkAE4VZj.png,0,1,1,2,1
2627,1733,./annot_2000_no_politics/Egox3q-UwAAxz6O.jpg,1,1,1,1,1
2628,990,./annot_2000_no_politics/Eyx1HB5W8AAOyS4.jpg,1,2,2,2,2
2629,1593,./annot_2000_no_politics/EgSHgLMXoAAO9hR.jpg,0,2,1,1,2
2630,1009,./annot_2000_no_politics/EeWXuxKXoAAHhiJ.jpg,1,1,1,2,3
2631,713,./annot_2000_no_politics/Ezwxpa2WUAIFNQ2.jpg,0,1,1,1,1
2632,1907,./annot_2000_no_politics/EP9zl-cX4AE9fYp.jpg,0,1,1,1,1
2633,1654,./annot_2000_no_politics/EV7q4OBWkAACClX.jpg,0,2,1,1,2
2634,2178,./annot_3000_hate/EeeRM0-U4AAg5iP.jpg,1,3,2,2,2
2635,2764,./annot_3000_hate/ERLV7XEUwAAZdCl.jpg,0,1,2,2,3
2636,1779,./annot_2000_no_politics/EfEwi9xXYAE8GbL.jpg,0,1,1,1,1
2637,445,./annot_2000_no_politics/EfvylrrUwAEJfur.jpg,0,1,1,2,1
2638,434,./annot_2000_no_politics/EzRsvqKVcAEC_qm.jpg,0,1,2,2,1
2639,459,./annot_2000_no_politics/Ez0acNeX0AQ2unf.jpg,0,1,1,1,3
2640,1211,./annot_3000_hate/EQ_UzDMUwAo3gb5.jpg,0,1,2,2,1
2641,1557,./annot_3000_hate/EgkiQ0IU0AAvYc9.jpg,0,1,1,1,1
2642,215,./annot_3000_hate/EWY0VqAVAAA0Q9H.jpg,0,1,2,1,1
2643,111,./annot_3000_hate/EV1nPPjWsAAT5AQ.jpg,0,2,1,2,1
2644,168,./annot_3000_hate/EqYM_JlXMAAdxln.jpg,0,1,1,2,1
2645,1602,./annot_2000_no_politics/EgdIsKTUYAE47dP.jpg,1,1,1,2,1
2646,1848,./annot_3000_hate/EfKuBQ8WoAE1w6N.jpg,0,1,3,2,1
2647,300,./annot_3000_hate/EWiRcLrU8AEZ7jm.jpg,0,1,1,2,1
2648,603,./annot_2000_no_politics/EymUK9MVgAMeP26.jpg,0,1,2,1,2
2649,1964,./annot_2000_no_politics/EoOuMNvUcAAdB9W.jpg,1,1,1,2,3
2650,1407,./annot_2000_no_politics/EuEQTdaWQAI5-5Z.jpg,0,2,2,2,1
2651,1048,./annot_3000_hate/Ef3bdbyVoAEgrFr.jpg,0,1,2,1,1
2652,727,./annot_3000_hate/Efduu13XYAA99uT.jpg,0,1,2,1,1
2653,1576,./annot_3000_hate/EfL-b9mVoAAscia.jpg,0,1,2,2,1
2654,1244,./annot_3000_hate/ERV8MrfUEAAOx4f.jpg,1,1,1,1,1
2655,175,./annot_3000_hate/EyaYCFQWUAAM4wX.jpg,0,1,1,1,1
2656,64,./annot_3000_hate/EWZdOzUXQAELo6k.jpg,0,1,2,1,1
2657,1514,./annot_3000_hate/EqBWZLgXcAYZQH7.jpg,0,1,2,2,1
2658,2279,./annot_3000_hate/EobYxMCXUAUxBUp.jpg,0,1,1,1,1
2659,1253,./annot_2000_no_politics/EQbh2bGXkAAH_qZ.jpg,0,1,2,1,2
2660,1929,./annot_2000_no_politics/EV0W9MaVcAIj1fy.jpg,0,2,1,2,2
2661,1018,./annot_3000_hate/EohuA8RVoAEXkml.jpg,1,1,2,2,1
2662,18,./annot_3000_hate/EzcbUKgWQAUN1BM.png,0,1,2,2,1
2663,124,./annot_2000_no_politics/Ef5glQ0WAAMA8F-.jpg,0,1,2,2,1
2664,318,./annot_2000_no_politics/Efrn78GXoAATeGU.jpg,0,2,2,2,1
2665,464,./annot_2000_no_politics/E0LSmvmXoAU6hpa.jpg,0,1,2,2,2
2666,2470,./annot_3000_hate/Ee8Ad85XsAER1yR.jpg,0,1,1,1,3
2667,1384,./annot_2000_no_politics/EgVvHm3VAAA5lG5.jpg,0,2,1,2,2
2668,367,./annot_3000_hate/EVOCu-0UMAE-9Bo.jpg,1,1,1,1,1
2669,692,./annot_3000_hate/EWyOnWyWsAQzdQD.jpg,0,1,1,2,1
2670,2969,./annot_3000_hate/EQsTM7hU4AAsH51.png,0,1,1,1,1
2671,769,./annot_3000_hate/EpFMNYiUwAUBfhD.jpg,1,1,2,1,1
2672,1604,./annot_2000_no_politics/Ex-yF4tXIAU6ed6.jpg,0,2,1,4,2
2673,1985,./annot_3000_hate/EVgNHAvVAAA7qgd.jpg,0,1,1,2,1
2674,1189,./annot_2000_no_politics/Et-L1OsVcAIenJs.jpg,0,1,2,2,2
2675,1010,./annot_3000_hate/EUkj3FuXsAE7S-R.jpg,0,1,2,2,1
2676,1482,./annot_3000_hate/EuG1DU4XYAA8Fh2.jpg,1,2,2,3,1
2677,1759,./annot_3000_hate/EQ0Xs11XsAIyhxl.jpg,1,1,2,2,3
2678,1475,./annot_2000_no_politics/EfqpE1yWAAQ8PmF.jpg,0,2,1,2,1
2679,1001,./annot_3000_hate/EU2p99sU4AA58Xa.jpg,0,1,2,2,1
2680,227,./annot_3000_hate/Ep36f_MXEAIHBsW.jpg,1,1,2,2,1
2681,2638,./annot_3000_hate/EQHKAfKXsAIB7dl.jpg,1,1,2,2,3
2682,623,./annot_3000_hate/Ef1X2v3XgAAIRuB.jpg,1,2,1,1,1
2683,2516,./annot_3000_hate/EQ2H9XrU4AAVo-k.jpg,0,1,1,1,1
2684,1534,./annot_3000_hate/Ez0JCh6X0AMsXkH.jpg,0,1,1,2,1
2685,1732,./annot_2000_no_politics/EeidTa5UYAAfVT-.jpg,0,2,2,3,2
2686,835,./annot_2000_no_politics/EeWqe2tXsAcBk-L.jpg,0,1,2,2,2
2687,952,./annot_2000_no_politics/EV3qvqKXgAIhiv_.jpg,0,1,1,2,1
2688,2450,./annot_3000_hate/EUjJsZgU4AAG60e.jpg,0,2,2,3,3
2689,896,./annot_2000_no_politics/EzxU931XIAcRxt0.jpg,0,1,1,1,1
2690,1768,./annot_2000_no_politics/EofC2-fUwAIDTMk.jpg,0,1,2,2,1
2691,2885,./annot_3000_hate/EejwF6pUEAEZ7Ys.jpg,1,1,1,3,3
2692,1693,./annot_3000_hate/Eo7HEZzVoAAagfG.jpg,0,1,1,2,1
2693,2610,./annot_3000_hate/EowTfHpWMAE26ud.jpg,0,1,2,2,2
2694,2392,./annot_3000_hate/EV5HWhwWAAEYCCO.jpg,0,1,2,2,1
2695,390,./annot_3000_hate/EpQW_z0W4AY3mrC.jpg,1,1,2,2,1
2696,413,./annot_3000_hate/EqguNwcXcAIUftB.jpg,0,1,2,2,1
2697,1329,./annot_2000_no_politics/EWPkfGFU4AAbZSa.jpg,1,1,1,1,1
2698,770,./annot_3000_hate/EeqRiH4WAAYgQZX.jpg,1,1,2,3,1
